Abstract #,Poster #,Title,Authors,Institutions
TPS306,M25,WITHDRAWN: Evaluating PSA and PSMA responses of enzalutamide with or without a tumor targeting immunocytokine (PDS01ADC) in patients with PSMA-positive recurrent prostate cancer without testosterone-lowering therapy.,"Monique Williams , Melissa Abel , Amy Hankin , Lisa Cordes , Ruchi Patel , Katherine Lee-Wisdom , Megan Hausler , Jeanny Aragon-Ching , Philip Arlen , Renee Donahue , Yo-Ting Tsai , Jeffrey Schlom , James Gulley , William Figg , Fatima Karzai , Ravi Madan","Genitourinary Malignancies Branch, National Cancer Institute, National Institutes of Health, Inova Schar Cancer Institute, Center for Immuno-Oncology, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Genitourinary Malignancies Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health"
587,H22,Nectin-4 and Trop-2 expression as potential therapeutic target in collecting duct carcinoma: Preliminary results from the CICERONE trial (NCT05372302).,"Giuseppe Procopio , Alessandro Rametta , Marco Stellato , Filippo Guglielmo Maria de Braud , Katia Todoerti , Luca Agnelli , Veronica Huber , Licia Rivoltini , Luisa Rollo , Chiara Vela , Melanie Claps , Valentina Guadalupi , Eleonora Gusmaroli , Simone Rota , Anna Caliò , Guido Martignoni , Elena Verzoni , Matteo Brunelli","Genitourinary Medical Oncology, Medical Oncology Department, Fondazione IRCCS Istituto Nazionale dei Tumori, Genitourinary Oncology Unit, Medical Oncology Department, Fondazione IRCCS Istituto Nazionale dei Tumori, Genitourinary Oncology Unit, Medical Oncology Department, Fondazione IRCCS Istituto Nazionale dei Tumori di Milano, Medical Oncology Department, Fondazione IRCCS Istituto Nazionale dei Tumori, Fondazione IRCCS Istituto Nazionale dei Tumori di Milano, Pathology and Laboratory Medicine, Fondazione IRCCS Istituto Nazionale dei Tumori, Unit of Immunotherapy of Human Tumors, Fondazione IRCCS Istituto Nazionale dei Tumori, Department of Medical Oncology, Fondazione IRCCS Istituto Nazionale dei Tumori di Milano, Milan, Italy, Genitourinary Oncology Unit, Medical Oncology Department, Fondaione IRCCS Istituto Nazionale Tumori, Genitourinary Medical Oncology, Fondazione IRCCS Istituto Nazionale dei Tumori di Milano, Department of Diagnostic and Public Health, Section of Pathology, University of Verona, Department of Diagnostic and Public Health, Section of Pathology, University of Verona, Verona; Department of Pathology, Pederzoli Hospital, Genitourinary Medical Oncology, Department of Medical Oncology, Fondazione IRCCS Istituto Nazionale dei Tumori"
858,H22,Prevalence of FGFR3 p.Arg248Cys mutation in lynch syndrome associated urothelial carcinoma: A single institution dataset.,"Alessandro Rametta , Marco Vitellaro , Marco Barella , Marco Stellato , Paolo Ambrosini , Valentina Guadalupi , Sebastiano Nazzani , Davide Biasoni , Mario Catanzaro , Andrea Scardino , Biagio Paolini , Andrea Vingiani , Federica Perrone , Elena Tamborini , Francesca Barbetta , Nicola Nicolai , Giancarlo Pruneri , Massimo Milione , Giuseppe Procopio , Patrizia Giannatempo","Genitourinary Oncology Unit, Medical Oncology Department, Fondazione IRCCS Istituto Nazionale dei Tumori, Unit of Hereditary Digestive Tract Tumors, Fondazione IRCCS Istituto Nazionale dei Tumori, Division of Pathology, Department of Pathology and Laboratory Medicine, Fondazione IRCCS Istituto Nazionale dei Tumori, Genitourinary Medical Oncology, Medical Oncology Department, Fondazione IRCCS Istituto Nazionale dei Tumori, Medical Oncology, Fondazione IRCCS Istituto Nazionale dei Tumori, Urology Unit, Fondazione IRCCS Istituto Nazionale dei Tumori, Urology Unit, Fondazione IRCCS Istituto Nazionale Tumori, Department of Pathology and Laboratory Medicine - Fondazione IRCCS Istituto Nazionale dei Tumori, Pathology and Laboratory Medicine, Fondazione IRCCS Istituto Nazionale dei Tumori, Department of Diagnostic Pathology and Laboratory, Fondazione IRCCS Istituto Nazionale dei Tumori, Department of Pathology and Laboratory Medicine, Fondazione IRCCS Istituto Nazionale dei Tumori, First Division of Pathology, Department of Pathology and Laboratory Medicine, Fondazione IRCCS Istituto Nazionale Tumori, Genitourinary Medical Oncology, Fondazione IRCCS - Istituto Nazionale dei Tumori"
586,H21,Association of myeloid-derived suppressor cell (MDSC) dynamics with clinical response to nivolumab in metastatic clear cell renal carcinoma patients (mRCC): Results from the I-RENE Meet-URO 8 study.,"Elena Verzoni , Monica Rodolfo , Viviana Vallacchi , Katia Todoerti , Paolo Andrea Zucali , Bruno Perrucci , Sebastiano Buti , Marco Maruzzo , Isabella Vittimberga , Giuseppe Fornarini , Eleonora Gusmaroli , Agata Cova , Simona Frigerio , Francesca Rini , Paola Squarcina , Luca Lalli , Giuseppe Procopio , Licia Rivoltini , Veronica Huber","Genitourinary Oncology Unit, Medical Oncology Department, Fondazione IRCCS Istituto Nazionale dei Tumori, Unit of Immunotherapy of Human Tumors, Fondazione IRCCS Istituto Nazionale dei Tumori, Fondazione IRCCS Istituto Nazionale dei Tumori di Milano, Department of Oncology, IRCCS Humanitas Research Hospital, Ospedale di Cremona, Medical Oncology Unit, University Hospital of Parma, Oncology 3 Unit, Veneto Institute of Oncology IOV - IRCCS, Oncologia Medica Ospedale A Manzoni, IRCCS Ospedale Policlinico San Martino, Genitourinary Medical Oncology, Medical Oncology Department, Fondazione IRCCS Istituto Nazionale dei Tumori"
501,E34,Real-world treatment pattern and clinical outcomes among patients with metastatic renal cell (mRCC) carcinoma post PD-1/PD-L1 immuno-oncology (IO) therapies.,"Neil Shah , Rahul Ravilla , Andrew Osterland , Karen Todoroff , Ching-Yu Wang , Pratik Rane , Hakim Saal , Ding Wang , Robert Motzer","Genitourinary Oncology, Memorial Sloan Kettering Cancer Center; Weill Cornell Medical College, US Oncology Network/New York Oncology Hematology, Ontada, Merck & Co., Inc., Eisai Inc."
623,J8,Impact of bleomycin shortage in patients with advanced testicular non-seminoma germ-cell tumors: A middle-income country cancer center experience.,"Nora Sobrevilla-Moreno , Josette Staufert-Gutiérrez , Ruben Rodriguez-Bautista , Diego Lopez , Jorge Chamorro-Chamorro , Carlos Arturo Gonzalez Nuñez , Maritza Ramos-Ramirez , Paula Anel Cabrera Galeana , Miguel Jimenez Rios , Anna Scavuzzo","Genitourinary Tumors Clinic - Instituto Nacional de Cancerologia, Instituto Nacional de Cancerologia, Instituto Nacional de Cancerología"
170,E9,Use and clinical outcomes of androgen receptor inhibitors (ARIs) for non-metastatic castration resistant prostate cancer (nmCRPC) at labeled doses in Japan.,"Kazuhiro Suzuki , Nasreen Khan , Tomoyuki Taguchi , Kana Hattori , Guifang Chen , Mercedeh Ghadessi , Niculae Constantinovici , Vanessa Quintero , Hiroyoshi Suzuki","Gunma University Graduate School of Medicine, Bayer HealthCare Pharmaceuticals, Inc., Bayer Yakuhin Ltd., Bayer Consumer Care AG, Toho University Sakura Medical Center"
TPS898,J26,A phase 2/3 study of bicycle toxin conjugate zelenectide pevedotin (BT8009) targeting Nectin-4 in patients with locally advanced or metastatic urothelial cancer (la/mUC) (Duravelo-2).,"Yohann Loriot , Arlene Siefker-Radtke , Terence Friedlander , Andrea Necchi , Alexander Wei , Srikala Sridhar , Benjamin Garmezy , Santiago Arroyo , Emma Gartside , Jie Liu , Carly Campbell , Justin Bader , Daniel Petrylak","Gustave Roussy Institute, University Paris-Saclay, The University of Texas MD Anderson Cancer Center, University of California San Francisco, Helen Diller Family Comprehensive Cancer Center, IRCCS San Raffaele Hospital, Vita-Salute San Raffaele University, Department of Medicine, Columbia University Medical Center, Princess Margaret Cancer Centre, Sarah Cannon Research Institute, Bicycle Therapeutics, Yale School of Medicine"
440,,KEYMAKER-U03 Substudy 03B: Pembrolizumab (pembro) and targeted therapy combinations for advanced clear cell renal cell carcinoma (ccRCC).,"Laurence Albiges , Cristina Suárez , Thomas Powles , Robert Motzer , Walter Stadler , Wilson Miller Jr., Carlos Rojas , Avivit Peer , Jeffrey Goh , Se Hoon Park , Tom Waddell , Philippe Barthelemy , Pablo Gajate , Andrew Weickhardt , Guy Faust , Rodolfo Perini , Lockman Bousserouel , Ding Wang , Hans Hammers , Katy Beckermann","Gustave Roussy, Paris-Saclay University, Vall d’Hebron Institute of Oncology, Hospital Universitari Vall d'Hebron, Vall d'Hebron Barcelona Hospital Campus, Barts Health NHS Trust and the Royal Free NHS Foundation Trust, Barts Cancer Institute and Queen Mary University of London, Memorial Sloan Kettering Cancer Center, The University of Chicago, Jewish General Hospital, Bradford Hill, Rambam Health Care Campus, Royal Brisbane & Women’s Hospital, Sungkyunkwan University Samsung Medical Center, Christie Hospital, Institut de cancérologie Strasbourg Europe, Strasbourg University Hospital, Ramón y Cajal University Hospital, Olivia Newton John Cancer Research Institute, University Hospitals of Leicester NHS Trust, Merck & Co., Inc., UT Southwestern Medical Center, Vanderbilt University Medical Center"
23,A1,Late onset of apalutamide-related skin toxicity in Black men with advanced prostate cancer: A diverse real-world analysis.,"Chen Yong , Alaa Ahmed Genidy Aly , Debra Josephs , Deborah Enting , Kate Smith , Danielle Crawley , Nabil Mahmoud Abdelfattah , Elias Pintus","Guy's and St Thomas' NHS Foundation Trust, Bahrain Oncology Center, Guy's and St Thomas' NHS Foundation Trust, Guy's Cancer Centre"
118,C28,Implementation and preliminary validity of the Functional Assessment of Cancer Therapy – Radionuclide Therapy (FACT-RNT) in patients receiving radionuclide therapy for prostate cancer.,"Lisa Gudenkauf , Tugce Telli , Astrid Delker , Danielle Simon , Heather Jim , Laura Oswald , Xiaoyin Li , Aasha Hoogland , Adam Dicker , Scott Tagawa , David Cella , Michael Hofman , Johannes Czernin , Jeremie Calais , Lena Unterrainer , Wolfgang Fendler , Ken Herrmann , Ghassan El-Haddad , Brian Gonzalez","H. Lee Moffitt Cancer Center and Research Institute, Department of Nuclear Medicine, University of Duisburg-Essen and German Cancer Consortium (DKTK)-University Hospital Essen, Department of Nuclear Medicine, LMU University Hospital, LMU Munich, Department of Health Outcomes and Behavior, H. Lee Moffitt Cancer Center and Research Institute, Kimmel Cancer Center, Thomas Jefferson University, Weill Cornell Medical College of Cornell University, Department of Medical Social Sciences, Northwestern University Feinberg School of Medicine, Peter MacCallum Cancer Centre, Ahmanson Translational Theranostics Division, University of California, Los Angeles, Department of Nuclear Medicine, University Hospital, LMU Munich, Department of Nuclear Medicine, University of Duisburg-Essen, and German Cancer Consortium (DKTK), University Hospital Essen, Clinic for Nuclear Medicine and German Cancer Consortium, University Hospital Essen"
3,D2,Application of radiomics as a risk stratification tool in node positive penile cancer.,"Adnan Fazili , Brian Morse , Abraham Ahmed , Jongphil Kim , Daniel Jeong , Philippe Spiess , Jad Chahoud","H. Lee Moffitt Cancer Center and Research Institute, H. Lee Moffitt Cancer Center & Research Institute, Moffitt Cancer Center, Department of Genitourinary Medical Oncology, H. Lee Moffitt Cancer Center and Research Institute"
12,D11,Use of geospatial analysis with multiplex immunofluorescence to analyze tumor immune microenvironment patterns and prognosis in penile cancer.,"Adnan Fazili , Keerthi Gullapalli , Jasreman Dhillon , Carlos Segura , Jonathan Nguyen , Youngchul Kim , Junmin Whiting , Justin Miller , Christopher Guske , Hiroko Miyagi , Jeffrey Johnson , Logan Zemp , Philippe Spiess , Jad Chahoud","H. Lee Moffitt Cancer Center and Research Institute, H. Lee Moffitt Cancer Center and Research Institute/University of South Florida Morsani, University of South Florida Morsani College of Medicine, H. Lee Moffitt Cancer Center, Department of Hematology/Oncology, Department of Genitourinary Oncology, H. Lee Moffitt Cancer Center and Research Institute, Department of Genitourinary Medical Oncology, H. Lee Moffitt Cancer Center and Research Institute"
824,G20,Frequency and impact of a genome-wide homologous recombination deficiency signature (HRDsig+) on the genomic landscape of clinically advanced penile squamous cell carcinoma (CAPSCC).,"Philippe Spiess , Andrea Necchi , Roger Li , Ashish Kamat , Petros Grivas , Shilpa Gupta , Neeraj Agarwal , Liang Cheng , Dean Pavlick , Ethan Sokol , Ryon Graf , Douglas Lin , Jeffrey Ross , Alexa Schrock , Julia Quintanilha , Gerald Li , Jerry Mitchell , Joseph Jacob , Alina Basnet , Gennady Bratslavsky","H. Lee Moffitt Cancer Center and Research Institute, IRCCS San Raffaele Hospital, Vita-Salute San Raffaele University, Department of Genitourinary Oncology, H. Lee Moffitt Cancer Center and Research Institute, The University of Texas MD Anderson Cancer Center, University of Washington and Fred Hutchinson Cancer Center, Cleveland Clinic Taussig Cancer Institute, Huntsman Cancer Institute (NCI-CCC), University of Utah, Warren Alpert Medical School of Brown University, Foundation Medicine, Inc., Department of Pathology, SUNY Upstate Medical University, Department of Urology, Upstate Medical University, SUNY Upstate Medical University"
11,D10,Progressive T cell exhaustion and predominance of aging tissue associated macrophages with advancing disease stage in penile squamous cell carcinoma.,"Hiroko Miyagi , Xiaoqing Yu , Taylor Peak , Jasreman Dhillon , Xuefeng Wang , Sean Yoder , Douglas Marchion , Xin Lu , Curtis Pettaway , Carlos Segura , Gabriel Roman Souza , Alice Yu , Chaomei Zhang , Logan Zemp , Philippe Spiess , Jad Chahoud , Casey Le","H. Lee Moffitt Cancer Center and Research Institute, Molecular Genomics Core Facility, H. Lee Moffitt Cancer Center and Research Institute, University of Notre Dame, Division of Surgery, Department of Urology, The University of Texas MD Anderson Cancer Center, H. Lee Moffitt Cancer Center and Research Institute/University of South Florida Morsani, Department of Genitourinary Oncology, H. Lee Moffitt Cancer Center & Research Institute, H. Lee Moffitt Cancer Center, Department of Genitourinary Oncology, H. Lee Moffitt Cancer Center and Research Institute, Department of Genitourinary Medical Oncology, H. Lee Moffitt Cancer Center and Research Institute"
117,C27,Comparing quality of life in prostate cancer patients: Continuous vs. intermittent androgen deprivation therapy—A systematic review and meta-analysis.,"Moazzam Shahzad , Ahmad Basharat , Ghulam Mujtaba , Muhammad Fareed Khalid , Prashil Dave , Ammad Naeem , Sarmad Warraich , Michael Jaglal","H. Lee Moffitt Cancer Center and Research Institute, University of South Florida, Marshfield Clinic, LSU Health, Danbury Hospital, SUNY Downstate, CAMC Institute for Academic Medicine, Internal Medicine, Medical University of Verna, H. Lee Moffitt Cancer Center and Research Institute"
TPS14,K5,A phase II trial of dostarlimab and niraparib combination therapy in patients with stage III-IV recurrent or refractory penile cancer.,"Gabriel Roman Souza , Curtis Pettaway , Matthew Campbell , Robin Neubauer , Andrew Johns , Sarah Mizelle , Youngchul Kim , Jus Chadha , Jingsong Zhang , Ghazal Jameel , Erika Oschmann , Jasreman Dhillon , Anay Moscu , Ryan Janeway , David Harris , Xin Lu , Philippe Spiess , Jad Chahoud","H. Lee Moffitt Cancer Center and Research Institute/University of South Florida Morsani, Division of Surgery, Department of Urology, The University of Texas MD Anderson Cancer Center, Department of Genitourinary Medical Oncology, The University of Texas MD Anderson Cancer Center, H. Lee Moffitt Cancer Center and Research Institute, Investigational Drug Services, H. Lee Moffitt Cancer Center and Research Institute, University of Notre Dame, Department of Genitourinary Medical Oncology, H. Lee Moffitt Cancer Center and Research Institute"
863,H27,Spatial transcriptomic analysis of tumor tissue from patients with metastatic urothelial carcinoma (mUC) receiving ipilimumab (IPI) plus nivolumab (Nivo) combined with sacituzumab govitecan (SG).,"Faustine Ong , Jin Xu , Yonghong Zhang , Monica Chatwal , Jus Chadha , Carlos Segura , Sean Yoder , Gabriela Villeta-Astacio , Douglas Marchion , Jasreman Dhillon , Jingsong Zhang , Jose Alejandro Guevara , Xuefeng Wang , Guru Sonpavde , Rohit Jain , Youngchul Kim","H. Lee Moffitt Cancer Center and Research Institute/University of South Florida Morsani, H. Lee Moffitt Cancer Center and Research Institute, H. Lee Moffitt Cancer Center, Molecular Genomics Core Facility, H. Lee Moffitt Cancer Center and Research Institute, H. Lee Moffitt Cancer Center & Research Institute, Department of Immuno-Oncology, H. Lee Moffitt Cancer Center and Research Institute, AdventHealth Cancer Institute, Weill Cornell Medicine"
13,D12,Spatial analysis of the immune microenvironment and identification of phenotypes of prognostic significance in penile squamous cell carcinoma (PSCC).,"Keerthi Gullapalli , Justin Miller , Adnan Fazili , Jeffrey Johnson , Christopher Guske , Junmin Whiting , Youngchul Kim , Hiroko Miyagi , Niki Zacharias , Andrew Johns , Carlos Segura , Jonathan Nguyen , Priya Rao , Philippe Spiess , Curtis Pettaway , Jad Chahoud","H. Lee Moffitt Cancer Center and Research Institute/University of South Florida Morsani, USF Health Morsani College of Medicine, H. Lee Moffitt Cancer Center and Research Institute, H. Lee Moffitt Cancer Center, Department of Hematology/Oncology, University of South Florida Morsani College of Medicine, Department of Urology, The University of Texas MD Anderson Cancer Center, Department of Genitourinary Medical Oncology, The University of Texas MD Anderson Cancer Center, The University of Texas MD Anderson Cancer Center, Division of Surgery, Department of Urology, The University of Texas MD Anderson Cancer Center, Department of Genitourinary Medical Oncology, H. Lee Moffitt Cancer Center and Research Institute"
554,G21,"Updated efficacy, safety, and correlative analysis of a phase II trial in metastatic renal cell carcinoma with coordinated pembrolizumab and high dose IL-2.","Jeffrey Johnson , Mayer Fishman , Michael Schell , Xiaoqing Yu , Xuefeng Wang , Gabriel Roman Souza , Justin Miller , Sarah Mizelle , Keerthi Gullapalli , Adnan Fazili , Christopher Guske , Gowtam Mannam , Ghazal Jameel , Ling Cen , Jiqiang Yao , Junmin Whiting , Jennifer Swank , Jingsong Zhang , Philippe Spiess , Jad Chahoud","H. Lee Moffitt Cancer Center, Department of Hematology/Oncology, Tampa, General Hospital Cancer Institute, H. Lee Moffitt Cancer Center and Research Institute, H. Lee Moffitt Cancer Center and Research Institute/University of South Florida Morsani, University of South Florida Morsani College of Medicine, USF Health Morsani College of Medicine, Moffitt Cancer Center, Department of Genitourinary Oncology, H. Lee Moffitt Cancer Center and Research Institute, Department of Genitourinary Medical Oncology, H. Lee Moffitt Cancer Center and Research Institute"
472,E5,"OCTOPUS: A retrospective, multicenter study of real-world cabozantinib treatment of patients with advanced renal cell carcinoma in France—Subgroup analyses of treatment sequences and optimization.","Constance Thibault , Loic Mourey , David Pasquier , Jean-Christophe Bernhard , Mostefa Bennamoun , Pierre Bigot , Bertrand Billemont , Loïc Jaffrelot , Bérengère Narciso , Thomas Ryckewaert , Christophe Sajous , Delphine Topart , Armelle Vinceneux , Marion Boissier , Valérie Perrot , Laurence Albiges","Hôpital Européen Georges Pompidou, Institut Claudius Regaud/IUCT-Oncopole, Academic Radiation Oncology Department, Centre Oscar Lambret, CHU Bordeaux, Department of Medical Oncology; Institut Mutualiste Montsouris, CHU Angers, Department of Medical Oncology, Sainte Catherine Institut du Cancer, City Hopital, CHU Bretonneau, Centre Oscar Lambret, Hospices Civils de Lyon, Medical Oncology, CHU Montpellier, Department of Medical Oncology, Centre Léon Bérard, University of Lyon, Ipsen, Gustave Roussy, Paris Saclay University"
TPS615,K16,Phase III randomized trial of stereotactic ablative radiotherapy (SAbR) for oligometastatic advanced renal carcinoma (EA8211-SOAR).,"Suzanne Cole , Se Kim , Andrew Wentland , Mu-Han Lin , Payal Kapur , Elizabeth Wulff-Burchfield , Daniel Shevrin , Tami Gurley , John Lin , Lynne Wagner , Rana McKay , James Brugarolas , Qian Qin , Tyler Gunter , Christos Kyriakopoulos , Seema Harichand-Herdt , Glenn Sykes , Naomi Haas , Michael Carducci , Raquibul Hannan","Harold C. Simmons Comprehensive Cancer Center, UT Southwestern Medical Center, DFCI/PCC Fellowship Program - Attendings, University of Wisconsin-Madison, UT Southwestern Medical Center, Department of Pathology, University of Texas Southwestern Medical Center, University of Kansas Medical Center, Endeavor Health, University Of Pennsylvania, Wake Forest University School of Medicine, UC San Diego School of Medicine, Department of Internal Medicine, Division of Hematology and Oncology, UT Southwestern, Stephenson Cancer Center, University of Wisconsin Carbone Cancer Center, Mid Florida Cancer Center, ECOG-ACRIN Patient Advocate for Kidney Cancer, Abramson Cancer Center, University of Pennsylvania, Johns Hopkins"
224,F28,Whole-slide multiplexed tissue imaging of prostate adenocarcinoma to investigate  immune niches in high- versus low-grade tumors.,"Ali Amiryousefi , Jeremiah Wala , Brian Labadie , Aishwarya Atmakuri , Kiranj Chaudagar , Eamon Toye , Andréanne Gagné , Jia-Ren Lin , Eliezer Van Allen , Akash Patnaik , Peter Sorger","Harvard Medical School, Dana-Farber Cancer Institute, Columbia University Medical Center, Pritzker School of Medicine, The University of Chicago, University of Chicago, University of Minnesota, Quebec Heart and Lung Institute Research Center, The University of Chicago Medicine, Harvard University"
46,A24,Impact of baseline PSMA PET in patients (pts) with metastatic castration-resistant prostate cancer (mCRPC) starting first-line (1L) androgen receptor signaling inhibitor (ARSI) therapy.,"Ivan de Kouchkovsky , Moein Moradpour , Li Zhang , Abuzar Moradi Tuchayi , Xiaolin Zhu , Roxanna Juarez , Daniel Kwon , Vadim Koshkin , Jonathan Chou , Terence Friedlander , Eric Small , Rahul Aggarwal , Thomas Hope","Helen Diller Family Comprehensive Cancer Center, University of California San Francisco, University of California, San Francisco Medical Center, Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco, University of California, San Francisco, Department of Radiology and Biomedical Imaging. University of California, San Francisco, Department of Radiology and Biomedical Imaging, University of California, San Francisco"
867,H31,Outcomes of enfortumab vedotin and pembrolizumab for patients previously treated with immune checkpoint inhibitors in the UNITE study.,"Tanya Jindal , Cindy Jiang , Omar Alhalabi , Fady Sidhom , Albert Jang , Dimitra Rafailia Bakaloudi , Ishita Narula , Salvador Jaime-Casas , Michael Glover , Amanda Nizam , Shilpa Gupta , Mehmet Bilen , Sumit Shah , Abhishek Tripathi , Petros Grivas , Jason Brown , Arnab Basu , Matthew Campbell , Ajjai Alva , Vadim Koshkin","Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco, The University of Texas MD Anderson, Department of Genitourinary Medical Oncology, The University of Texas MD Anderson Cancer Center, University of Alabama at Birmingham, University Hospitals Seidman Cancer Center, Division of Oncology, Department of Medicine, University of Washington, University of Michigan Rogel Comprehensive Cancer Center, City of Hope Comprehensive Cancer Center, Stanford University Medical Center, Cleveland Clinic Taussig Cancer Institute, Cleveland Clinic, Cleveland Clinic Taussig Cancer Institute, Winship Cancer Institute of Emory University, Division of Oncology, Stanford University School of Medicine, University of Washington and Fred Hutchinson Cancer Center, Division of Solid Tumor Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Case Western Reserve University, The University of Texas MD Anderson Cancer Center, Helen Diller Family Comprehensive Cancer Center, University of California San Francisco"
119,C29,Impact of pre-existing diabetes mellitus on acute care use in older patients with metastatic prostate cancer on androgen receptor signaling inhibitors.,"Michael Liu , Rohit Raghunathan , Karie Runcie , Shikun Wang , Jason Wright , Alexander Wei , Mark Stein , Dawn Hershman","Herbert Irving Comprehensive Cancer Center, Columbia University Irving Medical Center, Division of Gynecologic Oncology, Columbia University Irving Medical Center, Columbia University Irving Medical Center"
446,D14,"State of the genitourinary medical oncology workforce in the United States, 2024.","David Benjamin , Arash Rezazadeh","Hoag Family Cancer Institute, Division of Hematology/Oncology, University of California Irvine"
872,H36,"Characterization of genitourinary drug approvals by the FDA, 2020-2024.","David Benjamin , Arash Rezazadeh","Hoag Family Cancer Institute, Division of Hematology/Oncology, University of California Irvine"
783,F10,Checkpoint blockade as neoadjuvant strategy: A single-arm meta-analysis of dual PD-1/PD-L1 and CTLA-4 inhibition in urothelial cancer.,"Gabriela Gazzoni , Isadora Mamede , Guilherme Lopes , Carlos Stecca","Hospital do Servidor Público Estadual, Federal University of São João del-Rei, University Centre FMABC, Oncology Parana Center"
761,E23,Enfortumab vedotin-related skin toxicities in patients with urothelial carcinoma: A systematic review and meta-analysis.,"Gabriela Gazzoni , Maysa Vilbert , João Pedro Oliveira , Maria Dacoregio Sr., Isabella Michelon , Pedro Reis , Marcelo Braga , Clara Aleixo Simões , Lilia Oliveira , Ana Paula Cardoso","Hospital do Servidor Público Estadual, Mass General Cancer Center, Massachusetts General Hospital, Federal Univerity of Rio de Janeiro, Universidade Estadual do Centro Oeste, Catholic University of Pelotas, RS, Brazil, Universidade Federal do Rio de Janeiro, Multivix College, Harvard T. H. Can School of Public Health, Hospital Israelita Albert Einstein"
178,E17,Extreme bipolar androgen therapy: Alternating darolutamide and testosterone cypionate in patients with metastatic castration-resistant prostate cancer (mCRPC; ExBAT trial/LACOG 0620).,"Pedro Isaacsson , Andrey Soares , Denis Fontes Jardim , Fernando Maluf , Igor Alexandre Morbeck , Daniel Girardi , Mariane Dias , Vinicius Souza , Adriano Silva , Rafaela de Jesus , Gustavo Werutsky , Taiane Rebelatto , Diogo Bastos","Hospital Moinhos de Vento (HMV), Hospital Albert Einstein, Hospital Sírio-Libanês, BP - A Beneficência Portuguesa de São Paulo, Oncoclínicas & Co, Medica Scientia Innovation Research (MEDSIR), Centro de Tratamento de Tumores Botafogo (CTTB) - Oncoclinicas & Co, Hospital São Rafael - Oncologia D'Or, Instituto do Câncer e Transplante de Curitiba (ICTr), Latin American Cooperative Oncology Group (LACOG)"
250,G23,Prospective analysis of AR-V7 expression in patients (pts) with metastatic castration-resistant prostate cancer (mCRPC) sequentially treated with docetaxel and enzalutamide.,"Diogo Bastos , Luiza Primo , Jamile Silva , Nathália Crusoé , Jose Mauricio Mota , Vivian Horita , Guilherme Fialho de Freitas , David Muniz , João Resende Martins , Lilian Inoue , Elisangela Coser , Ernande dos Santos , Anamaria Camargo","Hospital Sírio-Libanês, Instituto do Câncer do Estado de São Paulo, University of São Paulo"
638,J23,Immune checkpoint inhibitors in patients with testicular cancer: A systematic review.,"Carlos Eduardo Salazar-Mejía , Estefanía Guadarrama-Rendón , Andrea Sarahi Guerra-Garza , Karina Alicia Salazar-Salazar , Carlos de la Cruz-de la Cruz , Sofia Alejandra Alvarado-Ruiz , Ramiro Quiroz-Huerta , Neri Alejandro Alvarez-Villalobos , Oscar Vidal-Gutiérrez , Rosalaura Villarreal-Gonzalez","Hospital Universitario ""Dr. José Eleuterio González"", Centro universitario contra el cancer, Oncology Service, Hospital Universitario ""Dr. José Eleuterio González"""
106,C16,Health-related quality of life in patients with metastatic prostate cancer: Results from an international real-world survey.,"Elena Castro , Suvina Amin , Alexander Niyazov , Melissa Kirker , Amanda Ribbands , Jake Butcher , Maria Walley , Maryam Munir , Pedro Barata","Hospital Universitario 12 de Octubre, Pfizer Inc., Adelphi Real World, University Hospitals Seidman Cancer Center"
TPS884,J12,Phase 2 study of perioperative sacituzumab govitecan in combination with zimberelimab and domvanalimab for patients with muscle invasive bladder cancer ineligible or who refuse cisplatin-based chemotherapy: The PRISMA-1 study.,"Ignacio Duran , Miguel Climent Duran , Iciar García Carbonero , Angela Villares , Ricardo Sánchez-Escribano , Jesus Calleja , Naiara Sagastibelza , Ainara Villafruela , Isabel Galante , Jose Dominguez , Albert Font Pous , Pol Servian , Nuria Lainez , Vicente Grasa , Urbano Anido , Anton Cimadevila , Mario Dominguez , Xavier Garcia del Muro , Oscar Buisan , Javier Puente","Hospital Universitario Marqués de Valdecilla, IDIVAL Santander, Fundación Instituto Valenciano de Oncología, Medical Oncology Department, Hospital General Universitario de Toledo, Hospital Universitario de Toledo, Valladolid University Clinical Hospital, Hospital Clinico Universitario de Valladolid, Universitary Hospital Donostia, Hospital Donostia, Hospital Clínico San Carlos, Fundación Instituto Valenciano de Oncologia, Institut Català d’Oncologia, Hospital Universitari Germans Trias i Pujol (HUGTiP), ICO - Institut Català d'Oncologia Badalona (Hospital Universitario Germans Trias i Pujol), Hospital Universitario de Navarra, Medical Oncology, University Clinical Hospital of Santiago de Compostela, Complejo Hospitalario Universitario de Santiago de Compostela SERGAS, Hospital Universitario Marques de Valdecilla, Medical Oncology Department, Institut Català d'Oncologia IDIBELL Research Institute, University of Barcelona, Hospital Germans Trias i Pujol, Urology Department, Medical Oncology Department, Hospital Clínico San Carlos, Instituto de Investigación Sanitaria del Hospital Clínico San Carlos (IdISSC)"
